0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
4.661164359400751245e-01,-3.832914239868785433e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
2.558184554897831031e-01,-3.921974141877984099e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
3.368276735864297322e-01,-2.442847985170674141e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.473342046680997441e-01,-3.909417933961599756e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
2.208052390722172742e-01,-1.109204769320856210e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
3.729768653656271304e-01,-1.051950610380089079e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
1.975966860146347592e-01,-1.560773164346573871e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
4.290139758536526404e-01,-3.567400027297409348e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
3.008660984429880614e-01,-2.470289897692974357e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
4.182872463445581612e-01,-1.540164800528645017e-01,4.199999999999999845e-01
